model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
PONTIAC G6,3.9,6,Auto-S4,2WD,Gasoline,small car,6,15,22,18,5,non_smart,2008,43
PONTIAC G8,6,8,Auto-S6,2WD,Gasoline,large car,6,15,24,18,5,non_smart,2008,45
PONTIAC Grand Prix,5.3,8,Auto-S4,2WD,Gasoline,midsize car,6,16,25,19,5,non_smart,2008,47.33333333
PONTIAC Solstice,2,4,Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,non_smart,2008,52
PONTIAC Solstice,2,4,Man-5,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
PONTIAC Solstice,2.4,4,Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,non_smart,2008,50
PONTIAC Solstice,2.4,4,Man-5,2WD,Gasoline,small car,6,19,25,21,6,non_smart,2008,51
PONTIAC Torrent,3.4,6,Auto-L5,2WD,Gasoline,SUV,7,17,24,19,5,non_smart,2008,47.33333333
PONTIAC Torrent,3.4,6,Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,non_smart,2008,47.33333333
PONTIAC Torrent,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
PONTIAC Torrent,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
PORSCHE 911 GT2,3.6,6,Man-6,2WD,Gasoline,small car,6,16,23,19,5,non_smart,2008,45.33333333
PORSCHE 911 GT3,3.6,6,Man-6,2WD,Gasoline,small car,6,15,22,18,5,non_smart,2008,43
PORSCHE 911 GT3 RS,3.6,6,Man-6,2WD,Gasoline,small car,6,15,22,18,5,non_smart,2008,43
PORSCHE 911 Turbo,3.6,6,Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,non_smart,2008,44
PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,small car,6,16,23,18,5,non_smart,2008,45
PORSCHE 911 Turbo Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,non_smart,2008,44
PORSCHE 911 Turbo Cabriolet,3.6,6,Man-6,4WD,Gasoline,small car,6,15,24,18,5,non_smart,2008,45
PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,non_smart,2008,47.33333333
PORSCHE Carrera Cabriolet,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
PORSCHE Carrera Cabriolet,3.6,6,Man-6,2WD,Gasoline,small car,6,18,26,21,6,non_smart,2008,51
PORSCHE Carrera Coupe,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,non_smart,2008,47.33333333
PORSCHE Carrera Coupe,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
PORSCHE Carrera Coupe,3.6,6,Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
PORSCHE Carrera Coupe,3.6,6,Man-6,2WD,Gasoline,small car,6,18,26,21,6,non_smart,2008,51
PORSCHE Carrera Targa,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,non_smart,2008,47.33333333
PORSCHE Carrera Targa,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
PORSCHE Cayenne,3.6,6,Man-6,4WD,Gasoline,SUV,6,14,20,16,4,non_smart,2008,39.33333333
PORSCHE Cayenne,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,14,20,16,4,non_smart,2008,39.33333333
PORSCHE Cayenne S,4.8,8,Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
PORSCHE Cayenne Turbo,4.8,8,Auto-L6,4WD,Gasoline,SUV,6,12,19,14,2,non_smart,2008,35.66666667
ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,midsize car,6,13,19,15,3,non_smart,2008,37
ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,small car,6,13,19,15,3,non_smart,2008,37
ROUSH Stage 3 F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,11,15,13,1,non_smart,2008,30.33333333
ROUSH Stage 3 F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,11,15,13,1,non_smart,2008,30.33333333
ROUSH Stage 3 Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,14,20,16,4,non_smart,2008,39.33333333
ROUSH Stage 3 Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15,20,17,4,non_smart,2008,40.66666667
SAAB 9-3 Convertible,2,4,Auto-S5,2WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
SAAB 9-3 Convertible,2,4,Man-6,2WD,Gasoline,small car,6,18,27,22,6,non_smart,2008,52.33333333
SAAB 9-3 Convertible,2.8,6,Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,non_smart,2008,45
SAAB 9-3 Convertible,2.8,6,Man-6,2WD,Gasoline,small car,6,16,26,19,5,non_smart,2008,48.33333333
SAAB 9-3 Sport Sedan,2,4,Auto-S5,2WD,Gasoline,small car,6,19,26,21,6,non_smart,2008,52
SAAB 9-3 Sport Sedan,2.8,6,Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,non_smart,2008,45
SAAB 9-3 Sport Sedan,2.8,6,Man-6,2WD,Gasoline,small car,6,16,26,19,5,non_smart,2008,48.33333333
SAAB 9-3 Sportcombi,2,4,Auto-S5,2WD,Gasoline,station wagon,6,18,24,20,6,non_smart,2008,48.66666667
SAAB 9-3 Sportcombi,2.8,6,Auto-S6,2WD,Gasoline,station wagon,6,15,24,18,5,non_smart,2008,45
SAAB 9-3 Sportcombi,2.8,6,Man-6,2WD,Gasoline,station wagon,6,16,26,19,5,non_smart,2008,48.33333333
SAAB 9-5,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,midsize car,6,18,28,21,6,non_smart,2008,53
SAAB 9-5 Sportcombi,2.3,4,Auto-S5,2WD,Gasoline,station wagon,6,17,26,20,6,non_smart,2008,49.66666667
SAAB 9-5 Sportcombi,2.3,4,Man-5,2WD,Gasoline,station wagon,6,18,28,21,6,non_smart,2008,53
SAAB 9-7X,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,non_smart,2008,37.33333333
SAAB 9-7X,6,8,Auto-L4,4WD,Gasoline,SUV,6,12,16,13,1,non_smart,2008,32.33333333
SALEEN S281,5,8,Man-6,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
SATURN Aura,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
SATURN Outlook,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
SATURN Outlook,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
SATURN Sky,2,4,Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,non_smart,2008,52
SATURN Sky,2,4,Man-5,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
SATURN Sky,2.4,4,Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,non_smart,2008,50
SATURN Sky,2.4,4,Man-5,2WD,Gasoline,small car,6,19,25,21,6,non_smart,2008,51
SATURN Vue,3.5,6,Auto-L6,4WD,Gasoline,SUV,6,15,22,17,4,non_smart,2008,42.66666667
SATURN Vue,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,23,19,5,non_smart,2008,45.33333333
SATURN Vue,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,small car,6,15,22,17,4,non_smart,2008,42.66666667
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,18,23,20,6,non_smart,2008,47.66666667
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,25,21,6,non_smart,2008,51
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,non_smart,2008,53.33333333
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,non_smart,2008,51
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,25,22,6,non_smart,2008,52.33333333
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,non_smart,2008,46.33333333
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,non_smart,2008,51
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,non_smart,2008,52.33333333
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6,17,24,20,6,non_smart,2008,47.66666667
SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,non_smart,2008,51
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Legacy,3,6,Auto-S5,4WD,Gasoline,small car,6,17,24,20,6,non_smart,2008,47.66666667
SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,non_smart,2008,46.33333333
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,non_smart,2008,51
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,non_smart,2008,52.33333333
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,non_smart,2008,54.33333333
SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,26,22,6,non_smart,2008,52.33333333
SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6,20,26,22,6,non_smart,2008,53.33333333
SUBARU Outback Wagon,3,6,Auto-S5,4WD,Gasoline,SUV,6,17,24,20,6,non_smart,2008,47.66666667
SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,16,21,18,5,non_smart,2008,43
SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6,17,22,19,5,non_smart,2008,45.33333333
SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6,16,21,18,5,non_smart,2008,43
SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6,17,21,19,5,non_smart,2008,44.33333333
TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,15,19,17,4,non_smart,2008,39.66666667
TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14,17,15,3,non_smart,2008,36
TOYOTA 4Runner,4,6,Auto-L5,2WD,Gasoline,SUV,6,16,21,18,5,non_smart,2008,43
TOYOTA 4Runner,4,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,non_smart,2008,41.66666667
TOYOTA FJ Cruiser,4,6,Auto-L5,2WD,Gasoline,SUV,6,16,20,18,5,non_smart,2008,42
TOYOTA FJ Cruiser,4,6,Man-6,4WD,Gasoline,SUV,6,15,18,16,4,non_smart,2008,38.33333333
TOYOTA FJ Cruiser,4,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,non_smart,2008,41.66666667
TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17,23,19,5,non_smart,2008,46.33333333
TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,non_smart,2008,36
TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7,14,17,15,3,non_smart,2008,36
TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7,13,16,14,2,non_smart,2008,33.66666667
TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7,14,19,15,3,non_smart,2008,38
TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,non_smart,2008,36
TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17,23,19,5,non_smart,2008,46.33333333
TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,minivan,7,16,21,18,5,non_smart,2008,43
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6,19,25,21,6,non_smart,2008,51
TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6,20,25,22,6,non_smart,2008,52.33333333
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,pickup,6,17,22,19,5,non_smart,2008,45.33333333
TOYOTA Tacoma,4,6,Man-6,2WD,Gasoline,pickup,6,15,19,17,4,non_smart,2008,39.66666667
TOYOTA Tacoma,4,6,Auto-L5,2WD,Gasoline,pickup,6,16,20,18,5,non_smart,2008,42
TOYOTA Tacoma,4,6,Man-6,4WD,Gasoline,pickup,6,15,18,16,4,non_smart,2008,38.33333333
TOYOTA Tacoma,4,6,Auto-L5,4WD,Gasoline,pickup,6,16,20,18,5,non_smart,2008,42
TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7,14,17,15,3,non_smart,2008,36
TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7,13,16,15,3,non_smart,2008,34
TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7,14,18,16,4,non_smart,2008,37.33333333
TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7,13,17,14,2,non_smart,2008,34.66666667
TOYOTA Tundra,4,6,Auto-S5,2WD,Gasoline,pickup,6,15,19,17,4,non_smart,2008,39.66666667
VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,small car,6,19,26,22,6,non_smart,2008,52.33333333
VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,16,24,19,5,non_smart,2008,46.33333333
VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,station wagon,6,16,24,19,5,non_smart,2008,46.33333333
VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18,23,20,6,non_smart,2008,47.66666667
VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14,20,16,4,non_smart,2008,39.33333333
VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,17,14,2,non_smart,2008,33.66666667
VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,small car,6,18,26,21,6,non_smart,2008,51
VOLVO S60,2.4,5,Man-6,2WD,Gasoline,small car,6,18,26,21,6,non_smart,2008,51
VOLVO S80,3,6,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,non_smart,2008,44
VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,midsize car,7,16,24,19,5,non_smart,2008,46.33333333
VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,midsize car,7,16,24,19,5,non_smart,2008,46.33333333
VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,non_smart,2008,44
VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,station wagon,7,16,24,19,5,non_smart,2008,46.33333333
VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,15,22,17,4,non_smart,2008,42.66666667
VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
MERCEDES-BENZ C300,3,6,Auto-L7,2WD,ethanol,small car,6,13,19,15,7,non_smart,2008,37
MERCEDES-BENZ C300,3,6,Auto-L7,2WD,gas,small car,4,18,25,21,6,non_smart,2008,50
ACURA RDX,3.5,6,SemiAuto-6,2WD,Gasoline,small SUV,3,20,28,23,5,non_smart,2018,55.66666667
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,small SUV,3,19,27,22,4,non_smart,2018,53.33333333
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,small car,3,23,33,27,6,non_smart,2018,65
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,small car,3,20,32,24,5,non_smart,2018,60
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,small car,3,21,30,24,5,non_smart,2018,59
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,small car,3,20,29,23,5,non_smart,2018,56.66666667
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,small car,3,20,30,23,5,non_smart,2018,57.66666667
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,small car,1,24,34,28,6,non_smart,2018,67.33333333
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,midsize car,3,17,24,20,4,non_smart,2018,47.66666667
AUDI A3,2,4,AMS-6,4WD,Gasoline,small car,7,24,31,27,6,non_smart,2018,64
AUDI A3,2,4,AMS-7,2WD,Gasoline,small car,7,26,35,29,6,non_smart,2018,70.66666667
AUDI A3 Cabriolet,2,4,AMS-6,4WD,Gasoline,small car,7,22,30,25,5,non_smart,2018,60.33333333
AUDI A3 Cabriolet,2,4,AMS-7,2WD,Gasoline,small car,7,25,33,28,6,non_smart,2018,67.33333333
AUDI A4,2,4,AMS-7,4WD,Gasoline,small car,5,24,34,27,6,non_smart,2018,67
AUDI A4,2,4,Man-6,4WD,Gasoline,small car,3,24,33,27,6,non_smart,2018,66
AUDI A5,2,4,AMS-7,4WD,Gasoline,small car,5,24,34,27,6,non_smart,2018,67
AUDI A5,2,4,Man-6,4WD,Gasoline,small car,3,24,33,27,6,non_smart,2018,66
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,small car,5,24,34,27,6,non_smart,2018,67
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,midsize car,5,24,34,27,6,non_smart,2018,67
AUDI A6,2,4,AMS-7,2WD,Gasoline,midsize car,5,25,34,28,6,non_smart,2018,68.33333333
AUDI A6,2,4,SemiAuto-8,4WD,Gasoline,midsize car,5,22,31,26,5,non_smart,2018,61.66666667
AUDI A6,3,6,SemiAuto-8,4WD,Gasoline,midsize car,3,20,29,23,5,non_smart,2018,56.66666667
AUDI A7,3,6,SemiAuto-8,4WD,Gasoline,midsize car,3,20,29,23,5,non_smart,2018,56.66666667
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,large car,3,19,29,22,4,non_smart,2018,55.33333333
AUDI Q3,2,4,SemiAuto-6,2WD,Gasoline,small car,3,20,28,23,5,non_smart,2018,55.66666667
AUDI Q3,2,4,SemiAuto-6,4WD,Gasoline,small car,3,20,28,23,5,non_smart,2018,55.66666667
AUDI Q5,2,4,SemiAuto-7,4WD,Gasoline,small SUV,3,23,27,25,5,non_smart,2018,58.33333333
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,3,19,25,21,4,non_smart,2018,51
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,19,25,21,4,non_smart,2018,51
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,small car,3,19,28,22,4,non_smart,2018,54.33333333
AUDI S3,2,4,AMS-7,4WD,Gasoline,small car,3,22,28,25,5,non_smart,2018,58.33333333
AUDI S4,3,6,AMS-8,4WD,Gasoline,small car,5,21,30,24,5,non_smart,2018,59
AUDI S5,3,6,AMS-8,4WD,Gasoline,small car,5,21,30,24,5,non_smart,2018,59
AUDI S5 Cabriolet,3,6,AMS-8,4WD,Gasoline,small car,5,20,29,23,5,non_smart,2018,56.66666667
AUDI S5 Sportback,3,6,AMS-8,4WD,Gasoline,midsize car,5,21,30,24,5,non_smart,2018,59
AUDI SQ5,3,6,AMS-8,4WD,Gasoline,small SUV,5,19,24,21,4,non_smart,2018,50
AUDI TT Coupe,2,4,AMS-6,4WD,Gasoline,small car,7,23,30,26,5,non_smart,2018,61.66666667
AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,small car,3,19,29,22,4,non_smart,2018,55.33333333
AUDI TT Roadster,2,4,AMS-6,4WD,Gasoline,small car,7,23,30,26,5,non_smart,2018,61.66666667
AUDI TTS Coupe,2,4,AMS-6,4WD,Gasoline,small car,3,23,27,25,5,non_smart,2018,58.33333333
AUDI allroad quattro,2,4,AMS-7,4WD,Gasoline,station wagon,5,22,30,25,5,non_smart,2018,60.33333333
BENTLEY Bentayga,6,12,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,19,15,2,non_smart,2018,36
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,small car,1,9,14,11,1,non_smart,2018,26.66666667
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,non_smart,2018,67
BMW 230i Coupe,2,4,Man-6,2WD,Gasoline,small car,7,21,32,25,5,non_smart,2018,61.33333333
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,35,28,6,non_smart,2018,68.33333333
BMW 230i xDrive Convertible,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,non_smart,2018,65
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,24,33,27,6,non_smart,2018,66
BMW 320i,2,4,Man-6,2WD,Gasoline,small car,3,23,35,27,6,non_smart,2018,67
BMW 320i,2,4,SemiAuto-8,2WD,Gasoline,small car,3,24,35,28,6,non_smart,2018,68.33333333
BMW 320i,2,4,SemiAuto-8,4WD,Gasoline,small car,3,23,34,27,6,non_smart,2018,66
BMW 330i,2,4,Man-6,2WD,Gasoline,small car,7,21,32,25,5,non_smart,2018,61.33333333
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,non_smart,2018,67
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,non_smart,2018,65
BMW 330i Gran Turismo,2,4,SemiAuto-8,4WD,Gasoline,large car,7,23,33,27,6,non_smart,2018,65
BMW 330i Sports Wagon,2,4,SemiAuto-8,4WD,Gasoline,station wagon,7,23,33,27,6,non_smart,2018,65
BMW 340i,3,6,Man-6,2WD,Gasoline,small car,3,19,29,23,5,non_smart,2018,55.66666667
BMW 340i,3,6,Man-6,4WD,Gasoline,small car,3,19,29,23,5,non_smart,2018,55.66666667
BMW 340i,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,non_smart,2018,61.33333333
BMW 340i,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,non_smart,2018,60.33333333
BMW 340i Gran Turismo,3,6,SemiAuto-8,4WD,Gasoline,large car,3,20,29,23,5,non_smart,2018,56.66666667
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,non_smart,2018,67
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,small car,7,22,32,26,5,non_smart,2018,62.66666667
BMW 430i Coupe,2,4,Man-6,2WD,Gasoline,small car,7,21,33,25,5,non_smart,2018,62.33333333
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,non_smart,2018,67
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,non_smart,2018,65
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,non_smart,2018,67
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,non_smart,2018,65
BMW 440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,29,24,5,non_smart,2018,58
BMW 440i Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,3,20,29,23,5,non_smart,2018,56.66666667
BMW 440i Coupe,3,6,Man-6,2WD,Gasoline,small car,3,19,29,23,5,non_smart,2018,55.66666667
BMW 440i Coupe,3,6,Man-6,4WD,Gasoline,small car,3,19,29,23,5,non_smart,2018,55.66666667
BMW 440i Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,non_smart,2018,61.33333333
BMW 440i Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,non_smart,2018,60.33333333
BMW 440i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,non_smart,2018,61.33333333
BMW 440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,non_smart,2018,60.33333333
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,24,34,27,6,non_smart,2018,67
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,non_smart,2018,65
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,midsize car,5,21,30,24,5,non_smart,2018,59
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,midsize car,5,20,29,23,5,non_smart,2018,56.66666667
BMW 640i Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,3,20,29,23,5,non_smart,2018,56.66666667
BMW 640i Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,3,19,28,22,4,non_smart,2018,54.33333333
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,3,20,29,23,5,non_smart,2018,56.66666667
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,3,19,28,22,4,non_smart,2018,54.33333333
