model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,small car,3,18,26,21,4,non_smart,2018,51
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,19,26,22,4,non_smart,2018,52.33333333
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,small car,3,17,24,20,4,non_smart,2018,47.66666667
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,18,25,21,4,non_smart,2018,50
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,19,16,2,non_smart,2018,38.33333333
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,non_smart,2018,36
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,small car,3,26,35,29,6,non_smart,2018,70.66666667
PORSCHE 911 Carrera,3,6,AMS-7,2WD,Gasoline,small car,1,22,30,25,5,non_smart,2018,60.33333333
PORSCHE 911 Carrera,3,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,non_smart,2018,56.66666667
PORSCHE 911 Carrera 4,3,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,non_smart,2018,58
PORSCHE 911 Carrera 4,3,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,non_smart,2018,55.66666667
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,non_smart,2018,57
PORSCHE 911 Carrera 4 Cabriolet,3,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,non_smart,2018,54.33333333
PORSCHE 911 Carrera 4 GTS,3,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,non_smart,2018,53.33333333
PORSCHE 911 Carrera 4 GTS,3,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,non_smart,2018,51
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,AMS-7,4WD,Gasoline,small car,1,20,25,22,4,non_smart,2018,52.33333333
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,non_smart,2018,51
PORSCHE 911 Carrera 4S,3,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,non_smart,2018,57
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,non_smart,2018,55.66666667
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,non_smart,2018,57
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,non_smart,2018,54.33333333
PORSCHE 911 Carrera Cabriolet,3,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,non_smart,2018,58
PORSCHE 911 Carrera Cabriolet,3,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,non_smart,2018,56.66666667
PORSCHE 911 Carrera GTS,3,6,AMS-7,2WD,Gasoline,small car,1,20,26,23,5,non_smart,2018,53.66666667
PORSCHE 911 Carrera GTS,3,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,non_smart,2018,51
PORSCHE 911 Carrera GTS Cabriolet,3,6,AMS-7,2WD,Gasoline,small car,1,20,26,22,4,non_smart,2018,53.33333333
PORSCHE 911 Carrera GTS Cabriolet,3,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,non_smart,2018,51
PORSCHE 911 Carrera S,3,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,non_smart,2018,58
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,non_smart,2018,56.66666667
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,non_smart,2018,58
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,small car,1,20,28,23,5,non_smart,2018,55.66666667
PORSCHE 911 Targa 4,3,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,non_smart,2018,58
PORSCHE 911 Targa 4,3,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,non_smart,2018,54.33333333
PORSCHE 911 Targa 4 GTS,3,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,non_smart,2018,53.33333333
PORSCHE 911 Targa 4 GTS,3,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,non_smart,2018,51
PORSCHE 911 Targa 4S,3,6,AMS-7,4WD,Gasoline,small car,1,21,27,24,5,non_smart,2018,56
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,non_smart,2018,54.33333333
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,non_smart,2018,50
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,non_smart,2018,50
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,non_smart,2018,50
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,non_smart,2018,50
PORSCHE Boxster,2,4,AMS-7,2WD,Gasoline,small car,3,22,29,25,5,non_smart,2018,59.33333333
PORSCHE Boxster,2,4,Man-6,2WD,Gasoline,small car,3,21,28,24,5,non_smart,2018,57
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,small car,3,21,28,24,5,non_smart,2018,57
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,small car,3,20,26,22,4,non_smart,2018,53.33333333
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,17,24,20,4,non_smart,2018,47.66666667
PORSCHE Macan,2,4,AMS-7,4WD,Gasoline,small SUV,3,20,25,22,4,non_smart,2018,52.33333333
PORSCHE Macan GTS,3,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,non_smart,2018,46.33333333
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,non_smart,2018,46.33333333
PORSCHE Panamera,3,6,AMS-8,2WD,Gasoline,large car,5,21,28,24,5,non_smart,2018,57
PORSCHE Panamera 4,3,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,non_smart,2018,55.66666667
PORSCHE Panamera 4 Executive,3,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,non_smart,2018,55.66666667
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,non_smart,2018,56.66666667
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,non_smart,2018,56.66666667
PORSCHE Panamera Turbo,4,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,non_smart,2018,50
PORSCHE Panamera Turbo Executive,4,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,non_smart,2018,50
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,pickup,3,13,18,14,1,non_smart,2018,35.66666667
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,non_smart,2018,42.66666667
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,non_smart,2018,41.66666667
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,special purpose,3,21,28,24,5,non_smart,2018,57
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,small SUV,7,23,29,25,5,non_smart,2018,60.33333333
SUBARU Crosstrek,2,4,SCV-7,4WD,Gasoline,small SUV,7,27,33,29,6,non_smart,2018,69.66666667
SUBARU Forester,2,4,SCV-8,4WD,Gasoline,small SUV,1,23,27,25,5,non_smart,2018,58.33333333
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,small SUV,7,22,28,24,5,non_smart,2018,58
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,26,32,28,6,non_smart,2018,67.33333333
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,midsize car,7,24,32,27,6,non_smart,2018,65
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,station wagon,7,24,31,26,5,non_smart,2018,63.66666667
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,non_smart,2018,62.66666667
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,station wagon,7,22,30,25,5,non_smart,2018,60.33333333
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,midsize car,7,25,34,29,6,non_smart,2018,68.66666667
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,midsize car,3,20,28,23,5,non_smart,2018,55.66666667
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,small SUV,7,25,32,28,6,non_smart,2018,66.33333333
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,small SUV,3,20,27,22,4,non_smart,2018,54.33333333
SUBARU WRX,2,4,Man-6,4WD,Gasoline,small car,1,21,27,23,5,non_smart,2018,55.66666667
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,small car,1,18,24,21,4,non_smart,2018,49
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,small car,1,17,22,19,3,non_smart,2018,45.33333333
TOYOTA 4Runner,4,6,SemiAuto-5,2WD,Gasoline,standard SUV,3,17,21,18,3,non_smart,2018,44
TOYOTA 4Runner,4,6,SemiAuto-5,4WD,Gasoline,standard SUV,3,17,20,18,3,non_smart,2018,43
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,midsize car,3,21,30,24,5,non_smart,2018,59
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,small car,3,27,31,29,6,non_smart,2018,67.66666667
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,33,26,5,non_smart,2018,63.66666667
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,non_smart,2018,62.66666667
TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,non_smart,2018,36
TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,29,25,5,non_smart,2018,60.33333333
TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,25,5,non_smart,2018,58.33333333
TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,30,26,5,non_smart,2018,61.66666667
TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,24,5,non_smart,2018,58
TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,standard SUV,5,13,17,15,2,non_smart,2018,35
TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,standard SUV,5,13,17,14,1,non_smart,2018,34.66666667
TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,pickup,3,15,19,16,2,non_smart,2018,39.33333333
TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,pickup,3,14,18,16,2,non_smart,2018,37.33333333
TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,pickup,5,13,18,15,2,non_smart,2018,36
TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,pickup,5,13,17,14,1,non_smart,2018,34.66666667
VOLKSWAGEN Beetle,2,4,SemiAuto-6,2WD,Gasoline,small car,7,26,33,29,6,non_smart,2018,68.66666667
VOLKSWAGEN Beetle Convertible,2,4,SemiAuto-6,2WD,Gasoline,small car,7,26,33,29,6,non_smart,2018,68.66666667
VOLKSWAGEN Beetle Dune,2,4,SemiAuto-6,2WD,Gasoline,small car,7,26,34,29,6,non_smart,2018,69.66666667
VOLKSWAGEN Beetle Dune Convertible,2,4,SemiAuto-6,2WD,Gasoline,small car,7,26,34,29,6,non_smart,2018,69.66666667
VOLKSWAGEN Golf R,2,4,AMS-7,4WD,Gasoline,small car,3,22,29,25,5,non_smart,2018,59.33333333
VOLKSWAGEN Golf R,2,4,Man-6,4WD,Gasoline,small car,3,21,29,24,5,non_smart,2018,58
VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,small car,7,24,33,28,6,non_smart,2018,66.33333333
VOLKSWAGEN Jetta,2,4,AMS-6,2WD,Gasoline,small car,7,24,33,27,6,non_smart,2018,66
VOLKSWAGEN Passat,2,4,SemiAuto-6,2WD,Gasoline,midsize car,7,25,36,29,6,non_smart,2018,70.66666667
VOLKSWAGEN Tiguan,2,4,SemiAuto-8,2WD,Gasoline,small SUV,7,22,27,24,5,non_smart,2018,57
VOLKSWAGEN Tiguan 4Motion,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,non_smart,2018,55.66666667
VOLVO Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5,18,25,20,4,non_smart,2018,49.66666667
VOLVO Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5,17,23,19,3,non_smart,2018,46.33333333
VOLVO S60,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,36,29,6,non_smart,2018,70.66666667
VOLVO S60,2,4,SemiAuto-8,4WD,Gasoline,small car,3,22,32,26,5,non_smart,2018,62.66666667
VOLVO S60,2,4,SemiAuto-8,4WD,Gasoline,small car,3,22,33,26,5,non_smart,2018,63.66666667
VOLVO S60 CC,2,4,SemiAuto-8,4WD,Gasoline,small car,3,22,30,25,5,non_smart,2018,60.33333333
VOLVO S60 Inscription,2,4,SemiAuto-8,2WD,Gasoline,small car,3,25,36,29,6,non_smart,2018,70.66666667
VOLVO S60 Inscription,2,4,SemiAuto-8,4WD,Gasoline,small car,3,22,33,26,5,non_smart,2018,63.66666667
VOLVO S60 Polestar,2,4,SemiAuto-8,4WD,Gasoline,small car,1,20,27,22,4,non_smart,2018,54.33333333
VOLVO S90,2,4,SemiAuto-8,2WD,Gasoline,midsize car,3,24,34,27,6,non_smart,2018,67
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,22,31,25,5,non_smart,2018,61.33333333
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,32,26,5,non_smart,2018,63.66666667
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,midsize car,5,23,32,26,5,non_smart,2018,63.66666667
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,midsize car,5,22,31,25,5,non_smart,2018,61.33333333
VOLVO V60,2,4,SemiAuto-8,2WD,Gasoline,station wagon,3,25,36,29,6,non_smart,2018,70.66666667
VOLVO V60,2,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,32,26,5,non_smart,2018,62.66666667
VOLVO V60,2,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,33,26,5,non_smart,2018,63.66666667
VOLVO V60 CC,2,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,30,25,5,non_smart,2018,60.33333333
VOLVO V60 Polestar,2,4,SemiAuto-8,4WD,Gasoline,station wagon,1,20,27,22,4,non_smart,2018,54.33333333
VOLVO V90,2,4,SemiAuto-8,2WD,Gasoline,station wagon,5,24,34,27,6,non_smart,2018,67
VOLVO V90,2,4,SemiAuto-8,4WD,Gasoline,station wagon,5,22,31,25,5,non_smart,2018,61.33333333
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,station wagon,5,23,31,26,5,non_smart,2018,62.66666667
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,station wagon,5,22,29,25,5,non_smart,2018,59.33333333
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,small SUV,5,22,28,24,5,non_smart,2018,58
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,small SUV,5,21,27,23,5,non_smart,2018,55.66666667
VOLVO XC 90,2,4,SemiAuto-8,2WD,Gasoline,standard SUV,5,22,29,25,5,non_smart,2018,59.33333333
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,22,28,24,5,non_smart,2018,58
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,20,27,23,5,non_smart,2018,54.66666667
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol,large car,5,14,20,16,4,non_smart,2018,39.33333333
CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5,12,16,14,4,non_smart,2018,32.66666667
CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Ethanol,pickup,5,12,15,13,3,non_smart,2018,31.33333333
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol,pickup,3,12,17,14,3,non_smart,2018,33.66666667
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,non_smart,2018,33.66666667
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,3,non_smart,2018,30
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,non_smart,2018,33.66666667
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,non_smart,2018,31.33333333
CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol,large car,3,14,22,17,5,non_smart,2018,41.66666667
CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol,large car,3,13,20,16,4,non_smart,2018,38.33333333
DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3,14,22,17,5,non_smart,2018,41.66666667
DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3,13,20,16,4,non_smart,2018,38.33333333
GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5,12,16,14,4,non_smart,2018,32.66666667
GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol,pickup,5,12,15,13,3,non_smart,2018,31.33333333
GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol,pickup,3,12,17,14,3,non_smart,2018,33.66666667
GMC Yukon 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,non_smart,2018,33.66666667
GMC Yukon 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,non_smart,2018,31.33333333
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,non_smart,2018,33.66666667
GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,3,non_smart,2018,30
JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol,small SUV,3,15,22,18,5,non_smart,2018,43
JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol,small SUV,3,14,21,17,5,non_smart,2018,40.66666667
KARMA Revero,2,4,Auto-1,2WD,Gasoline,small car,1,20,21,20,10,non_smart,2018,47.66666667
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-7,4WD,Ethanol,small car,5,17,24,20,6,non_smart,2018,47.66666667
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-7,4WD,Ethanol,small SUV,5,17,23,19,5,non_smart,2018,46.33333333
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Ethanol,standard SUV,3,13,17,14,3,non_smart,2018,34.66666667
TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol,standard SUV,5,9,13,10,1,non_smart,2018,25.33333333
TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol,pickup,5,9,12,10,2,non_smart,2018,24.33333333
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gas,large car,5,18,28,22,4,non_smart,2018,53.33333333
CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Gas,pickup,5,18,24,20,4,non_smart,2018,48.66666667
CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Gas,pickup,5,17,22,19,3,non_smart,2018,45.33333333
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gas,pickup,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,non_smart,2018,44
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,non_smart,2018,44
CHRYSLER 300,3.6,6,Auto-8,2WD,Gas,large car,3,19,30,23,5,non_smart,2018,56.66666667
CHRYSLER 300,3.6,6,Auto-8,4WD,Gas,large car,3,18,27,21,4,non_smart,2018,52
DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3,19,30,23,5,non_smart,2018,56.66666667
DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3,18,27,21,4,non_smart,2018,52
GMC Sierra 15,4.3,6,Auto-6,2WD,Gas,pickup,5,18,24,20,4,non_smart,2018,48.66666667
GMC Sierra 15,4.3,6,Auto-6,4WD,Gas,pickup,5,17,22,19,3,non_smart,2018,45.33333333
GMC Sierra 15,5.3,8,Auto-6,2WD,Gas,pickup,3,16,23,19,3,non_smart,2018,45.33333333
GMC Yukon 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
GMC Yukon 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,non_smart,2018,44
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,non_smart,2018,44
JEEP Cherokee,2.4,4,Auto-9,2WD,Gas,small SUV,3,21,30,25,5,non_smart,2018,59.33333333
JEEP Cherokee,2.4,4,Auto-9,4WD,Gas,small SUV,3,21,28,23,5,non_smart,2018,56.66666667
KARMA Revero,2,4,Auto-1,2WD,Electricity,small car,1,59,61,60,10,non_smart,2018,140
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-7,4WD,Gas,small car,5,24,32,27,6,non_smart,2018,65
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-7,4WD,Gas,small SUV,5,23,31,26,5,non_smart,2018,62.66666667
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gas,standard SUV,3,18,22,19,3,non_smart,2018,46.33333333
TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Gas,standard SUV,5,13,17,14,1,non_smart,2018,34.66666667
TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Gas,pickup,5,13,17,15,2,non_smart,2018,35
